"id","x_name","x_studio_tag_ids","x_studio_periodos","x_studio_descripcin","x_studio_marca","x_studio_ean","x_studio_cdigo_referencia_proveedor","x_studio_proveedor","x_studio_trazabilidad_levantamiento","x_studio_pm_asociado","x_studio_origen","x_studio_eye","x_studio_raee","x_studio_pilas","x_studio_neumticos","x_studio_bateras","x_studio_aceites_y_lubricantes","x_studio_es_mdh","x_studio_stage_id"
"__export__.x_productos_623261_e05a0cef","1289048MDH","","2023","CHALECO INFLABLE DISNEY MICKEY 51 X 46CM","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623260_d4eb4450","1213385MDH","","2023","PLUMA COLGANTE 3X10CM GREEN","SIN MARCA","","V_0900592933","EAGLE GIFTS INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623259_08751bea","1189667MDH","","2023","SABANA KP POLAR C-BORDE CALABAZA","COTIDIANA","","V_9000101416","NINGBO KINGBIRD INDUSTRY & TRADING","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623258_a416d95f","1329495MDH","","2023","PISO FLOT AQUAPRO 8.5MM OAK ROAST 2.36M2","KAINDL","","V_0900592549","KAINDL FLOORING GMBH","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623257_40ed70ac","1350000MDH","","2023","COCKTELERA HH OI23","COTIDIANA","","V_9000106706","TEXVISTA INTERNATIONAL PTE LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623256_72ad7b70","9009964MDH","","2023","TREN 4 PIEZAS 31CM","M+DESIGN","","V_0900597361","*NO USAR GRAND ART ENTERPRISES LIMI","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623255_b6cc6c8c","1082654MDH","","2023","PESEBRE 17CM C/LUZ","M+DESIGN","","V_0900597008","QUANZHOU EHONG ELECTRONIC TECHNOLOG","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623254_6c871010","9008840MDH","","2023","CAMINO MESA ROJO VERDE  33X182CM","M+DESIGN","","V_0900597679","*NO USAR ALLIANCE (HK)ENTERPRISE LI","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623253_6c96e319","1213386MDH","","2023","PLUMA COLGANTE 3X10CM PURPLE","SIN MARCA","","V_0900592933","EAGLE GIFTS INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623252_f022904e","1366577MDH","","2023","HERMETICO VIDRIO CUADRADO 0.45L.","COTIDIANA","","V_9000105866","SHANDONG  HEISHAN GLASS GROUP CO.,L","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623251_571cca61","1307533MDH","","2023","SANTA METAL TRADICIONAL NAV21","COTIDIANA","","V_9000109688","XIAMEN SHARE-WELL INDUSTRIAL&TRADIN","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623250_9ed51c15","1379315MDH","","2023","FREIDORA AIRE 5.5 LTS 5024KL","KLAUBEN","","V_9000110936","GMERIT HOLDINGS (HK) LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623249_d2ce09ee","1367127MDH","","2023","AROMATIZANTE C1.-","COTIDIANA","","V_9000101900","DALIAN TALENT GIFT CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623248_688be278","1289050MDH","","2023","PELOTA INFLABLE DISNEY PRINCESAS 51 CM","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623247_f9f8905a","1366625MDH","","2023","JUEGO CUBIERTOS 16PZ REMACHE GUINDA","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623246_1a45c9fa","1151112MDH","","2023","CASCANUECES 50CM","M+DESIGN","","V_0900597361","*NO USAR GRAND ART ENTERPRISES LIMI","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623245_40bf290b","1254344MDH","","2023","PISCINA POWER FRAME 488X122CM 19.856LTS","PISCINAS SIN MARCA","","V_9000109136","POLYGROUP TRADING LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623244_0fdab819","9006249MDH","","2023","ESTACA NAVIDAD 61CM","M+DESIGN","","V_0900597361","*NO USAR GRAND ART ENTERPRISES LIMI","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623243_ec66e4d2","1243679MDH","","2023","LUZ SOLAR 100 PZAS MULTICOLOR FUNCIONES","M+DESIGN","","V_9000108509","UNCLE BILLS ASIA PACIFIC PTY LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623242_c0c051d8","1166360MDH","","2023","SALVAVIDAS MICKEY 55 CM.","SIN MARCA","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623241_02756aa1","1279485MDH","","2023","GLOBO DE AGUA 10CM MUSICAL","M+DESIGN","","V_9000102091","GRAND ART ENTERPRISES LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623240_c0254fcc","1089467MDH","","2023","VENTILADOR BOX 20"" DCP2000 NEX","NEX","","V_0900596736","CE NORTH AMERICA LLC","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623239_153e9db2","1111013004MDH","","2023","DUENDE MAGICO, COLORITA","M+DESIGN","","V_0001002856","LA ZONA MARKETING GLOBAL LTDA","","","NACIONAL","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623238_7a992a21","1280479MDH","","2023","CINTAS COLECCION METALICA 2 NAV20","M+DESIGN","","V_9000106986","WENZHOU CHUNTIAN RIBBON MANUFACTURI","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623237_ff51c10b","1212534MDH","","2023","SET 36 ESFERAS NAV 6CM GOLD","M+DESIGN","","V_9000106947","TAIZHOU SUNRISE INDUSTRY& TRADE CO.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623236_40732dc8","1378938MDH","","2023","BOMBITAS DE AGUA CON INFLADOR 500UD.","RADOST","","V_9000109769","NINGBO RAYIING IMP&EXP CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623235_b33c35a6","767732MDH","","2023","LANZA REGADORA 10 FUNCIONES","ROOTS","","V_0900594151","*NO USAR XCELLENT MFG. ASSOCIATES C","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623234_10e5fff7","1255892MDH","","2023","JUEGO PISCINA ROCKER-M 195X119CM","PISCINAS SIN MARCA","","V_9000109136","POLYGROUP TRADING LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623233_5a4cfef7","1212760MDH","","2023","PAREJA SANTA C/VIOLIN MUSICAL 30CM","SIN MARCA","","V_9000000220","CHENG KUO ENTERPRISE INC.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623232_bc86d003","941567MDH","","2023","SET PASADORES..150PCS.KX","SIN MARCA","","V_0900595061","HAFE TRADING LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623231_b0479bc5","1307315MDH","","2023","AZUCARERO HOHO NAV21","COTIDIANA","","V_9000000913","GUANGDONG EAGLE GIFTS CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623230_3e7795fb","1184460MDH","","2023","LIMPIAFONDO AUTO AQUADIP","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623229_c287c5af","1366559MDH","","2023","BOL SOLID COLOR GRIS PV24","COTIDIANA","","V_9000108233","UNSA  MADENCILIK TURIZM ENERJI SERA","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623228_1bf3b4be","1243755MDH","","2023","ARBOL NAVIDAD N60 180CM PUNTAS BLANCAS","M+DESIGN","","V_9000000361","GOLDEN ARTS GIFTS AND DECOR","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623227_d2e32673","1219430MDH","","2023","ALFOMBRA SKYE LOOP 160X220 LOOP GREY","COTIDIANA","","V_9000103753","WUHU EASY I/E CO . LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623226_cd691c35","9008315MDH","","2023","CORONA GLITTER ESFERAS GOLD 40CM","M+DESIGN","","V_0900596371","PREMIER CREATIONS FACTORY LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623225_13ba38b5","169536MDH","","2023","TORTUGA REDONDA CHICA VICERA NEGRA","ABITARE","","V_0900594347","SHANGHAI ELECTRICAL APPARATUS IMP.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623224_082395d6","1240905MDH","","2023","DISPENSADOR CERAMICA BAIN PV20","COTIDIANA","","V_9000102214","PRO-DESIGN HOMEWARE COMPANY LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623223_66bfb488","1279495MDH","","2023","ESTACA FIGURA 77CM 2D NAV20","M+DESIGN","","V_9000108509","UNCLE BILLS ASIA PACIFIC PTY LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623222_b877fada","1366572MDH","","2023","TABLA DE PICAR PLEGABLE","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623221_95453137","1369029MDH","","2023","GUIRNALDA 20L LED MARINA S/BAT","ABITARE","","V_9000109879","NINGBO EGO INTERNATIONAL CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623220_de53b406","1262060MDH","","2023","CAJA PORTA TE BAMBU COLOR OI20","COTIDIANA","","V_9000103977","FUZHOU JINQINGYUN IMP & EXP CO., LT","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623219_10e7101a","1280705MDH","","2023","BOTA TEJIDA 2C TRAD NAV20","M+DESIGN","","V_9000001050","CHINA GLOBAL LINK LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623218_26902d0a","1366534MDH","","2023","TERMO BOTELLA 500ML COLOR","COTIDIANA","","V_9000111135","HANGZHOU LINGYUE HOUSEHOLD PRODUCT","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623217_6dbf424d","1033376MDH","","2023","SET UNIVERSAL 10 PZAS. LINE MASTER","KRAFTIXX","","V_0001000343","EINHELL CHILE S.A.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623216_06386a2e","1121041MDH","","2023","ESCALERA TRAMPOLIN 3 ESCALONES ALPES","ALPES","","V_0900597831","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623215_b2e077bf","1366544MDH","","2023","SET3 COLADORES MALLA ACERO COLR","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623214_0ec75291","1189107MDH","","2023","ORGANIZADOR TRANSP ANTIDES XL CAFE /4.5L","COTIDIANA","","V_9000108638","KEEEPER GMBH","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623213_9c8e21bc","1369045MDH","","2023","GUIRNALDA EXT SOLAR 20L ABEJAS","ABITARE","","V_9000109879","NINGBO EGO INTERNATIONAL CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623212_e03b42b4","1307381MDH","","2023","PACK 2 CEBOLLA METALICA NAV21","COTIDIANA","","V_9000000361","GOLDEN ARTS GIFTS AND DECOR","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623211_d0339724","1366781MDH","","2023","QUITASOL 2MT ALU SURTIDA SELECCION PV24","OUTZEN","","V_9000107901","SHAOXING SHANGYU TINGSUN LEISURE PR","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623210_68413817","1189189MDH","","2023","VELAS T-LIGHT SET 20 AROMA AZUL OI18E","COTIDIANA","","V_9000101900","DALIAN TALENT GIFT CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623209_19983c76","1181086001MDH","","2023","CAJA REGALO METAL 20CM, GOLD","M+DESIGN","","V_9000000611","MEIZHOU JINFANG ARTS AND CRAFTS","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623208_b02b8a99","1307407MDH","","2023","PONSETTIA GLITTER METALICA NAV21","COTIDIANA","","V_9000105406","ATLAS GLOBAL (HK) LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623207_1b4f957e","1082655MDH","","2023","PESEBRE 19CM C/LUZ","M+DESIGN","","V_0900597008","QUANZHOU EHONG ELECTRONIC TECHNOLOG","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623206_afb30e6d","1366547MDH","","2023","MOLDE QUEQUE SILICONA COLORES.","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623205_5dd3a8e6","1280585MDH","","2023","COLGANTE OSOS TRAD NAV20","M+DESIGN","","V_9000102112","SHANDONG HR ARTS & CRAFTS IMP. & EX","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623204_8e562277","1189522MDH","","2023","PISO BANO MEMORY FOAM LISO 45X65 TURQUES","COTIDIANA","","V_9000104193","NINGBO QIMAO INTERNATIONAL TRADING","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623203_ec8f2b51","1378952MDH","","2023","CARPA 4P DOME ROJA GALAPAGOS 210X210X130","ALPES","","V_9000109547","LIXIN TEXTILE CO., LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623202_05273fec","1366626MDH","","2023","JGO CUBIERTOS 16PZ NEGRO","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623201_0d244c56","1364059MDH","","2023","PISCINA ORCAS Y TIBURONES 152X25 IMSPUD","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623200_eec3cce2","1369046MDH","","2023","GUIRNALDA EXT SOLAR 20L CHINITAS","ABITARE","","V_9000109879","NINGBO EGO INTERNATIONAL CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623199_fa98360a","1081157MDH","","2023","MESA C/TAPA VIDRIO CUADRADA 80CM GRAFITO","OUTZEN","","V_9000000930","YOTRIO GROUP CO., LTD.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623198_e9737042","1187094MDH","","2023","PACK MASKING TAPE 5X36MMX40M","MC CARTHY","","V_0001000796","CASO E HIJOS SPA","","","NACIONAL","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623197_f7a9daeb","1367130MDH","","2023","VELA VASO CERAMICA 2C.-","COTIDIANA","","V_9000101900","DALIAN TALENT GIFT CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623196_6f9567b9","9005763MDH","","2023","FM PISO FLOT 9.5MM ACUSTIC WENGUE 1ST 21","KAINDL","","V_0900592549","KAINDL FLOORING GMBH","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623195_6a643fb1","1305182MDH","","2023","MANTEL ALGODON ESTAMPADO COPOS NAV21","COTIDIANA","","V_9000106706","TEXVISTA INTERNATIONAL PTE LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623194_234fe809","1378995MDH","","2023","MESA AJUST BLANCA 76CM.","ALPES","","V_9000001621","TAIZHOU BAOLI LEISURE PRODUCTS","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623193_4eb9dac6","1378939MDH","","2023","BOMBITAS DE AGUA 70 UND","RADOST","","V_9000109769","NINGBO RAYIING IMP&EXP CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623192_5ac1d65f","1366586MDH","","2023","PACK 2 CONTENED CUADR 500ML CHEF C2.","COTIDIANA","","V_9000105650","LINHAI DEYI PLASTIC CO.,LTD.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623191_b4103be7","1380726MDH","","2023","RAMITA PAMPA BEIGE","OUTZEN","","V_9000103658","HANGZHOU LIGHT INDUSTRIAL PRODUCTS","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623190_f6a2c26e","1349232MDH","","2023","CAMA REDONDA COZY ROSA M","PET'S FUN","","V_9000101153","HANGZHOU TIANYUAN PET PRODUCTS CO.,","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623189_b2c3662b","1240985MDH","","2023","SET DE BOWL PROMOCION","COTIDIANA","","V_9000106811","NINGBO FUTURE HOUSEWARE CO.,LTD.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623188_8797f3ea","1366564MDH","","2023","BANDEJA ANTIDESLIZANTE RECT AZUL AA23","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623187_58322608","1307433MDH","","2023","PUNTA ARBOL NATURAL NAV21","COTIDIANA","","V_9000001050","CHINA GLOBAL LINK LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623186_887bb06c","900691MDH","","2023","ARREGLO 2 BOLA PIE ALTO H 65CM","SIN MARCA","","V_0900595869","BESCO GRAFTS CO.LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623185_8051df78","1369064MDH","","2023","LAMP MESA PANT RAFIA E27","ABITARE","","V_9000101683","MLM CHINA LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623184_0f1b3811","1355354MDH","","2023","BLISTER SOP ANDINO NEGRO DOBLE 21MM X1","COTIDIANA","","V_4000008143","NR INTERNACIONAL SPA","","","NACIONAL","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623183_41166fba","1369051MDH","","2023","APLIQUE EXTERIOR SOLAR CON SENSOR","ABITARE","","V_9000108698","CHALLENGE INDUSTRIAL CO., LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623182_8d749359","1366554MDH","","2023","PLATO DE SOPA SOLID COLOR AZUL PV24","COTIDIANA","","V_9000108233","UNSA  MADENCILIK TURIZM ENERJI SERA","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623181_396cf4c0","1369062MDH","","2023","LAMP MESA PORTABLE CALIDA BAT","ABITARE","","V_9000109879","NINGBO EGO INTERNATIONAL CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623180_69eee41a","1380713MDH","","2023","SUCULENTA ARTIFICIAL MACETA BLANCA","OUTZEN","","V_9000103658","HANGZHOU LIGHT INDUSTRIAL PRODUCTS","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623179_1fba2e10","1154354MDH","","2023","CHALECO SALVAVIDAS MICKEY CLUB","BESTWAY","","V_0900595558","*NO USAR BESTWAY (HONG KONG) INTER","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623178_7d45a994","1307554MDH","","2023","RENO FLEXIBLE 1MT TRADICIONAL NAV21","COTIDIANA","","V_9000000913","GUANGDONG EAGLE GIFTS CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623177_437ac787","9008751MDH","","2023","ESTRELLA PUNTA ARBOL DISENO RED CHRISTMA","M+DESIGN","","V_0900595561","*NO USAR TEST-RITE INT L CO. LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623176_4aadcd81","1183860MDH","","2023","ESCALERA P/PISCINA 132CM 5 PELD","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623175_66fb3a30","1366589MDH","","2023","PACK 6 CONTENED PLASTICOS MSNACK 200ML.","COTIDIANA","","V_9000105650","LINHAI DEYI PLASTIC CO.,LTD.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623174_3d471a65","887650MDH","","2023","COPA MEX BAJO AZUL","COTIDIANA","","V_0900594782","BEIJING HOUSEWARES INDUSTRIES LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623173_96ec72b9","1289046MDH","","2023","ALITAS DISNEY MICKEY 23 X 15 CM","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623172_760250d1","1366583MDH","","2023","HERMETICO VIDRIO RECTANGULAR 1.5L..","COTIDIANA","","V_9000105866","SHANDONG  HEISHAN GLASS GROUP CO.,L","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623171_bd9b67d7","1307243MDH","","2023","MONOS GRANDE LINEAS YUTE NATURAL NAV21","COTIDIANA","","V_9000102091","GRAND ART ENTERPRISES LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623170_c8282cb9","1277011MDH","","2023","RG PORTARETRATO 10X15CM","COTIDIANA","","V_9000106536","NINGBO CNACC IMPORT&EXPORT CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623169_c4841fc6","1099961MDH","","2023","TENEDOR CORTO","HUINCA","","V_9000108696","GRUPO GM SRL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623168_9be1c80d","1243605MDH","","2023","PUNTA DE ARBOL DEGRADE 27CM METALICA","M+DESIGN","","V_9000001050","CHINA GLOBAL LINK LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623167_87142977","1350080MDH","","2023","JGO CUBIERTOS 16PZ DORADO","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623166_094239b4","1366581MDH","","2023","HERMETICO VIDRIO REDONDO 950ML.","COTIDIANA","","V_9000105866","SHANDONG  HEISHAN GLASS GROUP CO.,L","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623165_d7a7621d","1367128MDH","","2023","AROMATIZANTE C2.-","COTIDIANA","","V_9000101900","DALIAN TALENT GIFT CO., LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623164_8e8155f1","1194590MDH","","2023","ALFOMBRA YUTE BASIC 160X230","COTIDIANA","","V_9000108817","SHIV SHAKTI EXPORTS","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623163_9043a966","1189408MDH","","2023","COJIN TUBULAR KIDS","COTIDIANA","","V_9000101141","NANJING CODEAL CORP. LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623162_5e9e9e18","1154348MDH","","2023","FLOTADOR ARO PRINCESAS 56CM","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623161_597c1de0","1194180MDH","","2023","ALFOMBRA SHAGGY SERENE SILVER 60X110","COTIDIANA","","V_9000103753","WUHU EASY I/E CO . LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623160_db07db43","1280588MDH","","2023","COLGANTE CLAY PERROS TRAD NAV20","M+DESIGN","","V_9000000610","THE GREAT INDOORS SHENZHEN ENTERPRI","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623159_6417f1a5","1369066MDH","","2023","LAMPARA PIE PAPEL CILINDRO E27","ABITARE","","V_9000108691","TAIZHOU SPARKLE LIGHTS CO.,LTD.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623158_a1b8624c","1280567MDH","","2023","ESFERA CORDEL NATURAL NAV20","M+DESIGN","","V_9000001050","CHINA GLOBAL LINK LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623157_51c9f293","1054544MDH","","2023","50 LUCES SOLARES PERLAS BLANCAS","M+DESIGN","","V_0900593026","NINGBO XURI LAMP DECORATION CO","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623156_6ff2e6f8","1350055MDH","","2023","TABLA PLASTICA + CUCHILLO COLOR","COTIDIANA","","V_9000106811","NINGBO FUTURE HOUSEWARE CO.,LTD.","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623155_85ef778f","1366573MDH","","2023","SET 3 TABLAS DE CORTAR FLEXIBLES","COTIDIANA","","V_9000108974","NINGBO HOZ TRADING CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623154_2f19bc5e","1289047MDH","","2023","ARO INFLABLE DISNEY MICKEY 56 CM","BESTWAY","","V_9000000724","BESTWAY (HONG KONG) INTERNATIONAL","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623153_799f746f","1378954MDH","","2023","CARPA 6P ALUMINIZADA IGUAZU LIMA","ALPES","","V_9000109547","LIXIN TEXTILE CO., LIMITED","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623152_72fc8aa4","1369032MDH","","2023","GUIRNALDA 8L RATTAN CALIDA BAT","ABITARE","","V_9000109879","NINGBO EGO INTERNATIONAL CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623151_a31657d3","1107719MDH","","2023","DISPENSADOR  EGAS BLANCO","COTIDIANA","","V_0900597329","NO USAR SHANGHAI AILI INDUSTRIAL CO","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623150_ede20d5d","1369050MDH","","2023","LAMP MESA EXT SOLAR ALASSE","ABITARE","","V_9000109900","NINGBO SOLAR TECH IMP.&EXP.CO.,LTD","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
"__export__.x_productos_623149_26ec944c","1262225MDH","","2023","MARCO DIPLOMA 30X40CM","COTIDIANA","","V_9000109962","INTCO INTERNATIONAL(HK) CO.,","","","IMPORTADO","True","","","","","","True","No completado - Nuevo"
