"id","x_name","x_studio_tag_ids","x_studio_periodos","x_studio_descripcin","x_studio_marca","x_studio_ean","x_studio_cdigo_referencia_proveedor","x_studio_proveedor","x_studio_trazabilidad_levantamiento","x_studio_pm_asociado","x_studio_origen","x_studio_eye","x_studio_raee","x_studio_pilas","x_studio_neumticos","x_studio_bateras","x_studio_aceites_y_lubricantes","x_studio_es_mdh","x_studio_stage_id"
"__export__.x_productos_622642_586e57d1","955869122TXD","TxD - SKUs","2023","604PAAZTA-135 PANTA/AZBR1/T 34","ALANIZ","","","SHANGHAI SILK GROUP CO","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622641_c6a407a8","955869117TXD","TxD - SKUs","2023","604PAAZTA-135 PANTA/ROME4/T 40","ALANIZ","","","SHANGHAI SILK GROUP CO","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622640_6cfdf39b","955869062TXD","TxD - SKUs","2023","604PAAZTA-135 PANTA/NABR1/T 42","ALANIZ","","","SHANGHAI SILK GROUP CO","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622639_9f928592","955869058TXD","TxD - SKUs","2023","604PAAZTA-135 PANTA/NABR1/T 34","ALANIZ","","","SHANGHAI SILK GROUP CO","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622638_37c0df10","955869050TXD","TxD - SKUs","2023","604PAAZTA-135 PANTA/AMBR3/T 34","ALANIZ","","","SHANGHAI SILK GROUP CO","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622637_15186815","955821016TXD","TxD - SKUs","2023","682SCMAV22-433 SA/AZOS1/N 37","MARITTIMO","","","KINGLEY TRADING LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622636_2a8c9100","955667007TXD","TxD - SKUs","2023","682ZAFOV22-540 ZA/BLANC/N 40","FOSTER","","","JASON FOOTWEAR COMPANY LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622635_0e56bee0","955521007TXD","TxD - SKUs","2023","682SCFOV22-549 SA/NEGRO/N 40","FOSTER","","","JASON FOOTWEAR COMPANY LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622634_a0382f1a","955521006TXD","TxD - SKUs","2023","682SCFOV22-549 SA/NEGRO/N 39","FOSTER","","","JASON FOOTWEAR COMPANY LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622633_01a02edc","955501006TXD","TxD - SKUs","2023","682SCFOV22-544 SA/NEGRO/N 39","FOSTER","","","REPUBLIC PTY LIMITED","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622632_db67d9c0","955501003TXD","TxD - SKUs","2023","682SCFOV22-544 SA/NEGRO/N 36","FOSTER","","","REPUBLIC PTY LIMITED","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622631_ac994439","955449054TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/RJME1/L","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622630_3b0f38c5","955449053TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/RJME1/M","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622629_ca475779","955449052TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/RJME1/S","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622628_c6f85b9e","955449030TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/AZOS1/XL","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622627_c179df69","955449029TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/AZOS1/L","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622626_40827986","955449028TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/AZOS1/M","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622625_3086e9f6","955449027TXD","TxD - SKUs","2023","662SWGFTA-001 SWE/AZOS1/S","GREENFIELD","","","SHARTEX CHENGYU INTERNATIONAL COMP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622624_8eaefbc4","955420004TXD","TxD - SKUs","2023","PANTA ALANIZ 604PAA/NEGRO/M","ALANIZ","","","HANGZHOU TAO IMPORT Y EXPORT CO , L","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622623_5a7a6704","954812004TXD","TxD - SKUs","2023","602CSFOI20-635 CA/MIS1/M","FOSTER","","","NANTONG SUNSHINE GARMENTS CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622622_857bf3a1","954689012TXD","TxD - SKUs","2023","PANTALON U5VPF956/MIS2/T 8","UMBRALE","","","EUROFASHION LTDA.","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622621_ed90089d","954245999TXD","TxD - SKUs","2023","ESPEJO REPISA COLG AZUL","ATTIMO","","","JORGE ESTEBAN CORNEJO LAZO","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622620_a5e2ddf7","953638999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER L BLANC","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622619_07b26c31","953616999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER M NEGRO","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622618_643753f2","953608999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER L NEGRO","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622617_89333540","953556999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER L AZUL","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622616_21eeefaf","953515999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER L NARAN","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622615_0cf022d5","953436999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER M NARAN","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622614_4d7034e2","953432999TXD","TxD - SKUs","2023","CASCO AGRESSOR RIDER M AZUL","RADOST","","","SHS ACTIVE LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622613_b90e10a0","953281001TXD","TxD - SKUs","2023","640POTBTA-012 TRIPACK","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622612_5c998eeb","952991002TXD","TxD - SKUs","2023","602JEOPI21-203/NEGRO/T 34","OPPOSITE","","","GUANGZHOU ZENGCHENG TAIHE GARMENT","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622611_3f18c28f","952918017TXD","TxD - SKUs","2023","602JEOPV21-100 JE/AMME1/T 40","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622610_6a3f63f7","952915012TXD","TxD - SKUs","2023","602JEOPTA-67A JEA/AZC10/T 38","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622609_98c52a13","952915003TXD","TxD - SKUs","2023","602JEOPTA-67A JEA/NEC10/T 38","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622608_46e5f6b8","952913002TXD","TxD - SKUs","2023","602JEOPTA-11A JEA/NEC10/T 36","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622607_a3085535","952911007TXD","TxD - SKUs","2023","602JEOPTA-64B JEA/AZOS6/T 46","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622606_659c0cfc","952907007TXD","TxD - SKUs","2023","602JEOPTA-76A JEA/AZME1/T 40","OPPOSITE","","","COMMERCIAL COTTON PLACE LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622605_92c12a8a","952871006TXD","TxD - SKUs","2023","602JEOPTA-77A JEA/AZME1/T 38","OPPOSITE","","","COMMERCIAL COTTON PLACE LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622604_479dbe54","952871004TXD","TxD - SKUs","2023","602JEOPTA-77A JEA/AZOS3/T 40","OPPOSITE","","","COMMERCIAL COTTON PLACE LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622603_976684e0","952842003TXD","TxD - SKUs","2023","602JEOPTA-20B JEA/NECA2/T 44","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622602_58d26e11","952841010TXD","TxD - SKUs","2023","602JEOPTA-20A JEA/AZME1/T 40","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622601_dbc711b1","952841007TXD","TxD - SKUs","2023","602JEOPTA-20A JEA/AZOS3/T 40","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622600_d10c3147","952841006TXD","TxD - SKUs","2023","602JEOPTA-20A JEA/AZOS3/T 38","OPPOSITE","","","FAR OCEAN INTERNATIONAL LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622599_132abfeb","952824004TXD","TxD - SKUs","2023","602JEOPTA-69A JEA/NEGRO/T 40","OPPOSITE","","","UNIONMILL INTERNATIONAL CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622598_73d3acbb","952646003TXD","TxD - SKUs","2023","642POTBI20-900/ROAB1/SURT","TRIBU","","","COMERCIAL T'KAS DE GHOSH SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622597_201e09e7","952646002TXD","TxD - SKUs","2023","642POTBI20-900/BLAB1/SURT","TRIBU","","","COMERCIAL T'KAS DE GHOSH SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622596_98849c97","952533010TXD","TxD - SKUs","2023","601ABOPI21-346T/MIS2/L","OPPOSITE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622595_6196e31b","952450008TXD","TxD - SKUs","2023","601CHOPI21-308T/RJOS2/S","OPPOSITE","","","SOFTEX LIMITED","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622594_6ab014e9","952446014TXD","TxD - SKUs","2023","601BLOPI21-365T/MIS3/M","OPPOSITE","","","TIANJIN GARMENTS IMPORTYEXPORT INC","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622593_a57c4a57","952439023TXD","TxD - SKUs","2023","601SWOPV21-305 SW/ROCL2/S","OPPOSITE","","","MT SWEATERS LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622592_b2ce24e8","952439018TXD","TxD - SKUs","2023","601SWOPV21-305 SW/RJBR1/S","OPPOSITE","","","MT SWEATERS LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622591_d577ba40","952388003TXD","TxD - SKUs","2023","601PLOPI21-201T/MIS1/S","OPPOSITE","","","ANHUI KNITEX CO.LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622590_7dc347f4","951277999TXD","TxD - SKUs","2023","ALF LANA VERONA 190X290 2117","ALANIZ HOME","","","EDUARDO DIB H  Y CIA  LTDA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622589_22e28c5c","951027002TXD","TxD - SKUs","2023","624BIFOV19-020 BI/NEGRO/SURT","FOSTER","","","SHANGHAI GANGTIAN INDUSTRIAL CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622588_a5c5b0c7","950643002TXD","TxD - SKUs","2023","J2VYG1906/GRME2/SURT","JJO","","","PARKEDAL S.A","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622587_52e9e06f","950595007TXD","TxD - SKUs","2023","J2VYG1905/NEGRO/T 48","JJO","","","PARKEDAL S.A","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622586_bee97319","950551002TXD","TxD - SKUs","2023","PANTALON J2VPF190/NEGRO/SURT","JJO","","","PARKEDAL S.A","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622585_53664dde","949411002TXD","TxD - SKUs","2023","POLERONF2IRC3783/AZAB1/S","FOSTER","","","EUROFASHION LTDA.","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622584_0b664b9d","948926009TXD","TxD - SKUs","2023","683SCAZV22-535 SA/CAOS1/T 39","ALANIZ","","","REPUBLIC PTY LIMITED","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622583_ea045658","948835007TXD","TxD - SKUs","2023","683ZAAZV22-434 ZA/NEGRO/T 44","ALANIZ","","","MOMENTUM SPA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622582_ed37ca51","948833030TXD","TxD - SKUs","2023","683CCAUV22-572 CA/GROS1/T 39","AUSSIE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622581_91ee2871","948833023TXD","TxD - SKUs","2023","683CCAUV22-572 CA/MIS1/T 39","AUSSIE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622580_8f321b77","948165003TXD","TxD - SKUs","2023","623MOUMI23-400 MO/CAFE/TU","UMBRALE","","","GUANG ZHOU LF LEATHER PRODUCTS","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622579_942a31bc","947849007TXD","TxD - SKUs","2023","603POMAI21-200T/MIS2/XS","MARITTIMO","","","WISER ENTERPRISES LTDA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622578_984133ef","947849002TXD","TxD - SKUs","2023","603POMAI21-200T/MIS1/XS","MARITTIMO","","","WISER ENTERPRISES LTDA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622577_3e22d42c","947848004TXD","TxD - SKUs","2023","603LGMAI21-043T/NEGRO/M","MARITTIMO","","","YESICA YARAD ENTERPRISE SPA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622576_a4b35090","947847003TXD","TxD - SKUs","2023","603FAMAI21-258T/CAAB1/M","MARITTIMO","","","CHINA-BASE NINGBO FOREIGN TRADE CO","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622575_244deb6e","947750004TXD","TxD - SKUs","2023","603JECYTA-704 JEANS/AZME1/T 44","CYAN","","","BLUE IMAGE INC","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622574_7a37de87","947749002TXD","TxD - SKUs","2023","603ABCYI21-305 ABRI/MIS1/TU","CYAN","","","TIANJIN GARMENTS IMPORTYEXPORT INC","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622573_e2c41f71","947519999TXD","TxD - SKUs","2023","NORMALIZA PROMOCION","PARIS","","","CENCOSUD RETAIL S.A.","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622572_3b4ad0b3","947487017TXD","TxD - SKUs","2023","620STOPTA22-169/NEGRO/XL","OPPOSITE","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_622571_ab934277","947487016TXD","TxD - SKUs","2023","620STOPTA22-169/NEGRO/L","OPPOSITE","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_622570_2797866a","947487015TXD","TxD - SKUs","2023","620STOPTA22-169/NEGRO/M","OPPOSITE","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_622569_b2bbf3bf","947487014TXD","TxD - SKUs","2023","620STOPTA22-169/NEGRO/S","OPPOSITE","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_622568_af7be01d","947361001TXD","TxD - SKUs","2023","682CCAZI23-303 CALZADO CASUA","ALANIZ","","","KINGLEY TRADING LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622567_e7e5dbea","947358001TXD","TxD - SKUs","2023","682BORFI23-353 BOTINES","RAIN FOREST","","","JADE FOOTWEAR CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622566_0ebd55e9","947356013TXD","TxD - SKUs","2023","682BOOPI23-411 BO/BGME1/N 40","OPPOSITE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622565_b219ed8b","947356011TXD","TxD - SKUs","2023","682BOOPI23-411 BO/BGME1/N 38","OPPOSITE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622564_acb6818c","947356010TXD","TxD - SKUs","2023","682BOOPI23-411 BO/BGME1/N 37","OPPOSITE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622563_8f5f5d11","947356001TXD","TxD - SKUs","2023","682BOOPI23-411 BOTINES","OPPOSITE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_622562_844492da","946217999TXD","TxD - SKUs","2023","PROMOCION DMAGIC DISMANDARINA","DUENDE MAGICO","","","LA ZONA MARKETING GLOBAL LTDA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622561_6371853a","946206999TXD","TxD - SKUs","2023","PROMOCION DMAGIC MOCHILAD","DUENDE MAGICO","","","LA ZONA MARKETING GLOBAL LTDA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622560_12097f5a","945439999TXD","TxD - SKUs","2023","CORAZON COLGANTE","ATTIMO KID","","","HUANGYAN RAYSUN ARTS Y CRAFTS CO  L","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622559_1984e9f0","945364003TXD","TxD - SKUs","2023","601PLAUV21-403 PO/VEME4/M","AUSSIE","","","NINGBO SEDUNO IMP Y EXP CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622558_20c314f2","944206008TXD","TxD - SKUs","2023","647PRAUV21-149 PO/MIS2/T/14A","AUSSIE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622557_b6a08213","944195004TXD","TxD - SKUs","2023","647PAAUV21-144 PA/NEGRO/T/14A","AUSSIE","","","WINMARK LEATHER AND TEXTILE PTE LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622556_ed3271c9","944164004TXD","TxD - SKUs","2023","661JEJOV21-108 JE/AZME1/T 42","JJO","","","SUNNY INTERNATIONAL TRADING GROUP C","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622555_ca3b4957","944156004TXD","TxD - SKUs","2023","661JEJOV21-101 JE/NEGRO/T 42","JJO","","","BLUE IMAGE INC","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622554_0177027b","944144002TXD","TxD - SKUs","2023","642PBYOV21-270 PA/GRCL1/SURT","TRIBU","","","WUHU WELTEX TRADE CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622553_89e339f7","944141002TXD","TxD - SKUs","2023","642POYOV21-205 PO/ROME1/SURT","TRIBU","","","WUHU WELTEX TRADE CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622552_f6ce8ee5","944131004TXD","TxD - SKUs","2023","643PLYOV21-251 PO/AZME9/SURT","TRIBU","","","WUHU WELTEX TRADE CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622551_99c24e1f","944128002TXD","TxD - SKUs","2023","647PBM2V21-264 PB/AZOS2/SURT","MELT","","","TIANJIN LIGHT IMP   EXP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622550_f4d61f47","944127002TXD","TxD - SKUs","2023","647PLM2V21-257 PL/AZOS2/SURT","MELT","","","TIANJIN LIGHT IMP   EXP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622549_095c40bd","944122008TXD","TxD - SKUs","2023","647PLMLV21-455 PO/BGAB2/T/14A","MELT","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622548_98f96b7a","944100003TXD","TxD - SKUs","2023","646PLM2V21-254 PL/VEOS3/SURT","MELT","","","TIANJIN LIGHT IMP   EXP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622547_2a5bff32","944073004TXD","TxD - SKUs","2023","646PLM2V21-253 PL/ROOS3/T 14","MELT","","","TIANJIN LIGHT IMP   EXP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622546_2ef5c487","944051003TXD","TxD - SKUs","2023","646POM2V21-015 PL/ROOS3/SURT","MELT","","","TIANJIN LIGHT IMP   EXP","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622545_3810d304","943931002TXD","TxD - SKUs","2023","647PLM2V21-258 PL/NEGRO/SURT","MELT","","","WUHU WELTEX TRADE CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622544_d209b96f","943905012TXD","TxD - SKUs","2023","646PLMLV21-083 PO/AZAB5/T/14A","MELT","","","WUHU WELTEX TRADE CO LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622543_9cdd07af","943904004TXD","TxD - SKUs","2023","646PAMNV21-413 PA/VEME4/T/14A","MOON","","","WUXI COSTEX IMP Y EXP CO. LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622542_ef9ed2b1","943904002TXD","TxD - SKUs","2023","646PAMNV21-413 PA/VEME4/T 10A","MOON","","","WUXI COSTEX IMP Y EXP CO. LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622541_504d6b4f","943900002TXD","TxD - SKUs","2023","646JDMNV21-414 JA/AMOS9/T 10A","MOON","","","WUXI COSTEX IMP Y EXP CO. LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622540_316a4566","943895011TXD","TxD - SKUs","2023","665BZRFV21-102 BL/GRME1/T 52","RAIN FOREST","","","NEOSPORT S.A.","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622539_95dc9332","943793999TXD","TxD - SKUs","2023","CANJE PUNTOS CENCOSUD 1","PARIS","","","CENCOSUD RETAIL S.A.","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622538_ec22bcaf","943620006TXD","TxD - SKUs","2023","J2VYG1904/NEGRO/T 46","JJO","","","CAPRERA S.A.","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622537_93662c1a","943489003TXD","TxD - SKUs","2023","642BLYOV21-210/ROCL1/SURT","TRIBU","","","SICHUAN TEXTILES I/E LTD","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622536_9ca204dd","943305002TXD","TxD - SKUs","2023","ANTEOJO OPPOSITE/NEGRO","OPPOSITE","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622535_331821c3","943038003TXD","TxD - SKUs","2023","ANTEOJO FOSTER/VEAB1","FOSTER","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622534_81af266f","943033002TXD","TxD - SKUs","2023","ANTEOJO FOSTER/CAFE","FOSTER","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622533_d6679e77","943031003TXD","TxD - SKUs","2023","ANTEOJO FOSTER/MORAD","FOSTER","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622532_b34f3b0f","942982003TXD","TxD - SKUs","2023","604POABV21-013 PO/NAME1/SURT","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622531_d6a62ea2","942982002TXD","TxD - SKUs","2023","604POABV21-013 PO/NEGRO/SURT","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622530_98f09372","942890003TXD","TxD - SKUs","2023","ANTEOJO ALANIZ/CAFE","ALANIZ","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622529_e2a5fa5c","942886003TXD","TxD - SKUs","2023","ANTEOJO OPPOSITE/ROJO","OPPOSITE","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622528_efec6ea6","942886002TXD","TxD - SKUs","2023","ANTEOJO OPPOSITE/GRIS","OPPOSITE","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622527_d4f760a5","942874002TXD","TxD - SKUs","2023","ANTEOJO OPPOSITE/ROSAD","OPPOSITE","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622526_935f951c","942868003TXD","TxD - SKUs","2023","ANTEOJO OPPOSITE/NARAN","OPPOSITE","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622525_7446bee2","942868002TXD","TxD - SKUs","2023","ANTEOJO OPPOSITE/GROS1","OPPOSITE","","","ANDES RETAIL SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_622524_b2b0d7aa","942482004TXD","TxD - SKUs","2023","682SCAUV19-707 EV/NEGRO/N 37","AUSSIE","","","BRENDISOL TRADING SA","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
